cust_nm,cls_nm,io_no,gdi_dt,item_cd,expt_qty
세컨박스,잡화,I2202270001,20220227,266567,41
세컨박스,잡화,I2202270001,20220227,273364,1
세컨박스,잡화,I2202270001,20220227,277905,1
세컨박스,잡화,I2202270001,20220227,279696,111
세컨박스,잡화,I2202270001,20220227,279739,1988
세컨박스,잡화,I2202270001,20220227,282903,97
세컨박스,잡화,I2202270001,20220227,282906,80
세컨박스,잡화,I2202270001,20220227,284800,286
세컨박스,잡화,I2202270001,20220227,285410,2
세컨박스,잡화,I2202270001,20220227,300390,2
세컨박스,잡화,I2202270001,20220227,301573,207
세컨박스,잡화,I2202270001,20220227,304402,148
세컨박스,잡화,I2202270001,20220227,304414,299
세컨박스,잡화,I2202270001,20220227,304425,282
세컨박스,잡화,I2202270001,20220227,307620,140
세컨박스,잡화,I2202270001,20220227,308714,74
세컨박스,잡화,I2202270001,20220227,309574,170
세컨박스,잡화,I2202270001,20220227,311689,160
세컨박스,잡화,I2202270001,20220227,315601,64
세컨박스,잡화,I2202270001,20220227,319672,108
세컨박스,잡화,I2202270001,20220227,319631,146
세컨박스,잡화,I2202270001,20220227,319643,504
세컨박스,잡화,I2204040001,20220404,241542,1
세컨박스,잡화,I2202270001,20220227,241542,286
세컨박스,잡화,I2202270001,20220227,235209,12
세컨박스,잡화,I2202270001,20220227,241608,116
세컨박스,잡화,I2202270001,20220227,266568,294
세컨박스,잡화,I2202270001,20220227,279740,979
세컨박스,잡화,I2202270001,20220227,390940,187
세컨박스,잡화,I2202270001,20220227,390192,107
세컨박스,잡화,I2202270001,20220227,390115,59
세컨박스,잡화,I2202270001,20220227,390114,24
세컨박스,잡화,I2202270001,20220227,383601,1
세컨박스,잡화,I2202270001,20220227,380641,119
세컨박스,잡화,I2202270001,20220227,380640,89
세컨박스,잡화,I2202270001,20220227,354787,150
세컨박스,잡화,I2202270001,20220227,354786,60
세컨박스,잡화,I2202270001,20220227,354785,180
세컨박스,잡화,I2202270001,20220227,354781,122
세컨박스,잡화,I2202270001,20220227,354779,250
세컨박스,잡화,I2202270001,20220227,354777,102
세컨박스,잡화,I2204040001,20220404,354776,9
세컨박스,잡화,I2202270001,20220227,354776,80
세컨박스,잡화,I2202270001,20220227,354775,130
세컨박스,잡화,I2202270001,20220227,348723,3
세컨박스,잡화,I2202270001,20220227,347129,4650
세컨박스,잡화,I2202270001,20220227,339333,168
세컨박스,잡화,I2202270001,20220227,333005,18
세컨박스,잡화,I2202270001,20220227,332369,19
세컨박스,잡화,I2202270001,20220227,324280,244
세컨박스,잡화,I2202270001,20220227,321750,7
세컨박스,잡화,I2202270001,20220227,319697,189
세컨박스,잡화,I2202270001,20220227,390945,119
세컨박스,잡화,I2202270001,20220227,287783,25
세컨박스,잡화,I2202270001,20220227,390193,137
세컨박스,잡화,I2202270001,20220227,388589,39
세컨박스,잡화,I2202270001,20220227,354782,60
세컨박스,잡화,I2202270001,20220227,349230,14
세컨박스,잡화,I2202270001,20220227,308696,303
세컨박스,잡화,I2202270001,20220227,325022,14
세컨박스,잡화,I2202270001,20220227,319641,391
NHNWETOO,1300K,I2202280001,20220228,215026601422-4,5
NHNWETOO,1300K,I2202280001,20220228,215026601422-1,5
NHNWETOO,1300K,I2202280001,20220228,215026601422-2,5
NHNWETOO,1300K,I2202280001,20220228,215026601422-3,5
NHNWETOO,1300K,I2202280001,20220228,215026601414-1,5
NHNWETOO,1300K,I2202280001,20220228,215026601414-2,5
NHNWETOO,1300K,I2202280001,20220228,215026601414-4,5
NHNWETOO,1300K,I2202280001,20220228,215026601414-3,5
NHNWETOO,1300K,I2202280001,20220228,215026601421-4,5
NHNWETOO,1300K,I2202280001,20220228,215026601421-1,5
NHNWETOO,1300K,I2202280001,20220228,215026601421-2,5
NHNWETOO,1300K,I2202280001,20220228,215026601421-3,5
NHNWETOO,1300K,I2202280001,20220228,215026601420-1,5
NHNWETOO,1300K,I2202280001,20220228,215026601420-2,5
NHNWETOO,1300K,I2202280001,20220228,215026601424-2,5
NHNWETOO,1300K,I2202280001,20220228,215026601424-1,5
NHNWETOO,1300K,I2202280001,20220228,215026601419-1,5
NHNWETOO,1300K,I2202280001,20220228,215026601419-2,5
NHNWETOO,1300K,I2202280001,20220228,215026601419-4,5
NHNWETOO,1300K,I2202280001,20220228,215026601419-3,5
NHNWETOO,1300K,I2202280002,20220228,215026590338-1,10
NHNWETOO,1300K,I2202280002,20220228,215026590338-2,10
NHNWETOO,1300K,I2202280002,20220228,215026590338-3,10
NHNWETOO,1300K,I2202280002,20220228,215026590338-4,10
NHNWETOO,1300K,I2202280002,20220228,215026590338-5,10
NHNWETOO,1300K,I2202280003,20220228,215026599180-1,5
NHNWETOO,1300K,I2202280003,20220228,215026599180-2,5
NHNWETOO,1300K,I2202280003,20220228,215026599180-3,5
NHNWETOO,1300K,I2202280003,20220228,215026599180-4,5
NHNWETOO,1300K,I2202280003,20220228,215026599180-5,5
NHNWETOO,1300K,I2202280003,20220228,215026599180-6,5
NHNWETOO,1300K,I2202280003,20220228,215026599180-7,5
NHNWETOO,1300K,I2202280003,20220228,215026599180-8,5
NHNWETOO,1300K,I2202280003,20220228,215026599179-1,5
NHNWETOO,1300K,I2202280003,20220228,215026599179-2,5
NHNWETOO,1300K,I2202280003,20220228,215026599179-3,5
NHNWETOO,1300K,I2202280003,20220228,215026599179-4,5
NHNWETOO,1300K,I2202280003,20220228,215026599179-5,5
NHNWETOO,1300K,I2202280003,20220228,215026599179-6,5
NHNWETOO,1300K,I2203220005,20220322,215026599178-0,10
NHNWETOO,1300K,I2202280003,20220228,215026590328-1,5
NHNWETOO,1300K,I2202280003,20220228,215026590328-2,5
NHNWETOO,1300K,I2202280003,20220228,215026590327-1,5
NHNWETOO,1300K,I2202280003,20220228,215026590327-2,5
NHNWETOO,1300K,I2202280003,20220228,215026590326-1,5
NHNWETOO,1300K,I2202280003,20220228,215026590326-2,5
NHNWETOO,1300K,I2202280003,20220228,215026591381-1,5
NHNWETOO,1300K,I2202280003,20220228,215026591381-2,5
NHNWETOO,1300K,I2202280003,20220228,215026591381-3,5
NHNWETOO,1300K,I2202280003,20220228,215026591381-4,5
NHNWETOO,1300K,I2202280003,20220228,215026591381-5,5
NHNWETOO,1300K,I2202280003,20220228,215026591381-6,5
NHNWETOO,1300K,I2202280003,20220228,215026587286-1,5
NHNWETOO,1300K,I2202280003,20220228,215026587286-2,5
NHNWETOO,1300K,I2202280003,20220228,215026587286-3,5
NHNWETOO,1300K,I2202280003,20220228,215026587286-4,5
NHNWETOO,1300K,I2202280003,20220228,215026587284-1,5
NHNWETOO,1300K,I2202280003,20220228,215026587284-2,5
NHNWETOO,1300K,I2202280003,20220228,215026587281-1,5
NHNWETOO,1300K,I2202280003,20220228,215026587281-2,5
NHNWETOO,1300K,I2202280003,20220228,215026587287-1,5
NHNWETOO,1300K,I2202280003,20220228,215026587287-2,5
NHNWETOO,1300K,I2202280003,20220228,215026587287-3,5
NHNWETOO,1300K,I2202280003,20220228,215026587287-4,5
NHNWETOO,1300K,I2202280003,20220228,215026587288-1,5
NHNWETOO,1300K,I2202280003,20220228,215026587288-3,5
NHNWETOO,1300K,I2202280003,20220228,215026587288-4,5
NHNWETOO,1300K,I2202280003,20220228,215026587285-0,5
NHNWETOO,1300K,I2202280003,20220228,215026587279-1,5
NHNWETOO,1300K,I2202280003,20220228,215026587279-2,5
NHNWETOO,1300K,I2202280003,20220228,215026587279-3,5
NHNWETOO,1300K,I2202280003,20220228,215026590325-1,5
NHNWETOO,1300K,I2202280003,20220228,215026590325-2,5
NHNWETOO,1300K,I2202280003,20220228,215026590324-1,5
NHNWETOO,1300K,I2202280003,20220228,215026590324-2,5
NHNWETOO,1300K,I2202280003,20220228,215026590323-1,5
NHNWETOO,1300K,I2202280003,20220228,215026590323-2,5
NHNWETOO,라이프썸,I2204150002,20220415,215026533431-0,1008
NHNWETOO,라이프썸,I2205040002,20220504,215026533431-0,1992
블러썸,블러썸,I2203050003,20220305,BC2109FAJK03308BKM,4
블러썸,블러썸,I2203030002,20220303,BC2201SPPT00212GNM,10
NHNWETOO,1300K,I2203030003,20220303,215026546450-0,20
NHNWETOO,1300K,I2203100004,20220310,215026583715-2,10
NHNWETOO,1300K,I2203100004,20220310,215026583715-1,10
NHNWETOO,1300K,I2203100004,20220310,215026583758-1,8
NHNWETOO,1300K,I2203100004,20220310,215026583758-2,8
NHNWETOO,1300K,I2203100004,20220310,215026583691-3,8
NHNWETOO,1300K,I2203100004,20220310,215026583691-1,8
NHNWETOO,1300K,I2203100004,20220310,215026583691-2,8
NHNWETOO,1300K,I2203100004,20220310,215026583770-2,8
NHNWETOO,1300K,I2203100004,20220310,215026583770-3,6
NHNWETOO,1300K,I2203100004,20220310,215026583770-1,8
NHNWETOO,1300K,I2203030002,20220303,215026608272-0,5
NHNWETOO,1300K,I2203030002,20220303,215026608271-0,5
NHNWETOO,1300K,I2203030002,20220303,215026608270-0,5
NHNWETOO,1300K,I2203030002,20220303,215026608269-0,5
NHNWETOO,1300K,I2203030002,20220303,215026617189-3,5
NHNWETOO,1300K,I2203030002,20220303,215026617189-5,5
NHNWETOO,1300K,I2203030002,20220303,215026617189-6,5
NHNWETOO,1300K,I2203030002,20220303,215026617189-1,5
NHNWETOO,1300K,I2203030002,20220303,215026617189-4,5
NHNWETOO,1300K,I2203030002,20220303,215026617189-2,5
NHNWETOO,1300K,I2203030002,20220303,215026617193-3,5
NHNWETOO,1300K,I2203030002,20220303,215026617193-5,5
NHNWETOO,1300K,I2203030002,20220303,215026617193-6,5
NHNWETOO,1300K,I2203030002,20220303,215026617193-1,5
NHNWETOO,1300K,I2203030002,20220303,215026617193-4,5
NHNWETOO,1300K,I2203030002,20220303,215026617193-2,5
NHNWETOO,1300K,I2203030002,20220303,215026163681-6,5
NHNWETOO,1300K,I2203250001,20220325,215026163681-6,3
NHNWETOO,1300K,I2207150005,20220715,215026163681-6,5
NHNWETOO,1300K,I2203030002,20220303,215026163681-4,5
NHNWETOO,1300K,I2207150005,20220715,215026163681-4,5
NHNWETOO,1300K,I2203030002,20220303,215026163681-2,5
NHNWETOO,1300K,I2207150005,20220715,215026163681-2,5
NHNWETOO,1300K,I2203030002,20220303,215026163681-1,5
NHNWETOO,1300K,I2205160004,20220516,215026163681-1,3
NHNWETOO,1300K,I2207150005,20220715,215026163681-1,5
NHNWETOO,1300K,I2203030002,20220303,215026163681-3,5
NHNWETOO,1300K,I2203250001,20220325,215026163681-5,3
NHNWETOO,1300K,I2205160004,20220516,215026163681-5,3
NHNWETOO,1300K,I2207150005,20220715,215026163681-5,5
NHNWETOO,1300K,I2203030002,20220303,215026539236-6,5
NHNWETOO,1300K,I2205160004,20220516,215026539236-6,3
NHNWETOO,1300K,I2203030002,20220303,215026539236-4,5
NHNWETOO,1300K,I2203030002,20220303,215026539236-2,5
NHNWETOO,1300K,I2203030002,20220303,215026539236-1,5
NHNWETOO,1300K,I2205160004,20220516,215026539236-1,3
NHNWETOO,1300K,I2203030002,20220303,215026539236-3,5
NHNWETOO,1300K,I2203030002,20220303,215026539236-5,5
NHNWETOO,1300K,I2205160004,20220516,215026539236-5,3
NHNWETOO,1300K,I2203030002,20220303,215026539237-6,5
NHNWETOO,1300K,I2205160004,20220516,215026539237-6,3
NHNWETOO,1300K,I2203030002,20220303,215026539237-4,5
NHNWETOO,1300K,I2203030002,20220303,215026539237-2,5
NHNWETOO,1300K,I2205160004,20220516,215026539237-2,2
NHNWETOO,1300K,I2203030002,20220303,215026539237-1,5
NHNWETOO,1300K,I2207150005,20220715,215026539237-1,5
NHNWETOO,1300K,I2203030002,20220303,215026539237-3,5
NHNWETOO,1300K,I2203030002,20220303,215026539237-5,5
NHNWETOO,1300K,I2203030002,20220303,215026163819-6,5
NHNWETOO,1300K,I2207150005,20220715,215026163819-6,5
NHNWETOO,1300K,I2203030002,20220303,215026163819-4,5
NHNWETOO,1300K,I2205020005,20220502,215026163819-4,5
NHNWETOO,1300K,I2203250001,20220325,215026163819-2,3
NHNWETOO,1300K,I2204180001,20220418,215026163819-2,3
NHNWETOO,1300K,I2205160004,20220516,215026163819-2,3
NHNWETOO,1300K,I2207150005,20220715,215026163819-2,5
NHNWETOO,1300K,I2203250001,20220325,215026163819-1,3
NHNWETOO,1300K,I2207150005,20220715,215026163819-1,5
NHNWETOO,1300K,I2203030002,20220303,215026163819-3,5
NHNWETOO,1300K,I2203030002,20220303,215026163819-5,5
NHNWETOO,1300K,I2203250001,20220325,215026163819-5,3
NHNWETOO,1300K,I2205020005,20220502,215026163819-5,5
NHNWETOO,1300K,I2203030002,20220303,215026617194-3,5
NHNWETOO,1300K,I2203030002,20220303,215026617194-4,5
NHNWETOO,1300K,I2203030002,20220303,215026617194-1,5
NHNWETOO,1300K,I2203030002,20220303,215026617194-2,5
NHNWETOO,1300K,I2203030002,20220303,215026617201-3,5
NHNWETOO,1300K,I2203030002,20220303,215026617201-2,5
NHNWETOO,1300K,I2203030002,20220303,215026617201-1,5
SC코리아,잡화,I2203030001,20220303,HR-029-PM,996
NHNWETOO,가방팝,I2203040001,20220304,1000891787799/720310,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787805/720310,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787812/720310,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787744/720309,4
NHNWETOO,가방팝,I2203040001,20220304,1000891787751/720309,8
NHNWETOO,가방팝,I2203040001,20220304,1000891787768/720309,5
NHNWETOO,가방팝,I2203040001,20220304,1000891787775/720309,3
NHNWETOO,가방팝,I2203040001,20220304,1000891787737/720299,5
NHNWETOO,가방팝,I2203040001,20220304,1000891787720/720298,6
NHNWETOO,가방팝,I2203040001,20220304,1000891787713/720297,6
NHNWETOO,가방팝,I2203040001,20220304,1000891787706/720296,15
NHNWETOO,가방팝,I2203040001,20220304,1000891787690/720295,6
NHNWETOO,가방팝,I2203040001,20220304,1000891787683/720294,6
NHNWETOO,가방팝,I2203040001,20220304,1000891787676/720293,480
NHNWETOO,가방팝,I2203040001,20220304,1000891787669/720292,6
NHNWETOO,가방팝,I2203040001,20220304,1000891787652/720291,10
NHNWETOO,가방팝,I2203040001,20220304,1000891787645/720290,50
NHNWETOO,가방팝,I2203040001,20220304,1000891787607/720280,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787614/720280,3
NHNWETOO,가방팝,I2203040001,20220304,1000891787621/720280,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787638/720280,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787577/720279,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787584/720279,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787591/720279,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787546/720278,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787553/720278,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787560/720278,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788062/720317,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788079/720317,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788086/720317,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788024/720316,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788031/720316,2
NHNWETOO,가방팝,I2203040001,20220304,1000891788048/720316,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788055/720316,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787980/720315,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787997/720315,2
NHNWETOO,가방팝,I2203040001,20220304,1000891788000/720315,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788017/720315,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787942/720314,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787959/720314,3
NHNWETOO,가방팝,I2203040001,20220304,1000891787966/720314,3
NHNWETOO,가방팝,I2203040001,20220304,1000891787973/720314,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787904/720313,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787911/720313,3
NHNWETOO,가방팝,I2203040001,20220304,1000891787928/720313,3
NHNWETOO,가방팝,I2203040001,20220304,1000891787935/720313,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787867/720312,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787874/720312,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787881/720312,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787898/720312,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787829/720311,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787836/720311,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787843/720311,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787850/720311,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787782/720310,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787522/720277,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787539/720277,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787492/720276,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787508/720276,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787515/720276,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787461/720275,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787478/720275,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787485/720275,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787430/720274,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787447/720274,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787454/720274,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787409/720273,1
NHNWETOO,가방팝,I2203040001,20220304,1000891787416/720273,2
NHNWETOO,가방팝,I2203040001,20220304,1000891787423/720273,1
NHNWETOO,가방팝,I2203040001,20220304,1000891788093/687117,2
NHNWETOO,가방팝,I2203040001,20220304,1000891788109/687117,3
NHNWETOO,가방팝,I2203040001,20220304,1000891788116/687117,2
NHNWETOO,가방팝,I2203040001,20220304,1000891788147/687116,2
NHNWETOO,가방팝,I2203040001,20220304,1000891788123/687116,3
NHNWETOO,가방팝,I2203040001,20220304,1000891788130/687116,2
NHNWETOO,가방팝,I2203040001,20220304,1000891731020/514896,4
NHNWETOO,가방팝,I2203040001,20220304,1000891731044/514896,3
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,21
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,6
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,28
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,6
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,9
인터네셔널케이엘,의류,I2203060002,20220306,8.80986E+12,100
인터네셔널케이엘,의류,I2203060002,20220306,8.80986E+12,100
인터네셔널케이엘,의류,I2203060002,20220306,8.80986E+12,100
NHNWETOO,가방팝,I2203100001,20220310,1000891788987/721178,48
NHNWETOO,가방팝,I2203100003,20220310,1000891788970/721177,40
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,32
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,5
인터네셔널케이엘,의류,I2203060001,20220306,8.80986E+12,1
NHNWETOO,1300K,I2203100004,20220310,215026583707-0,10
오포꼼댁,생활 잡화,I2203070001,20220307,0043W-cablebend,100
오포꼼댁,생활 잡화,I2206230001,20220623,0043W-cablebend,100
오포꼼댁,생활 잡화,I2203070001,20220307,0043b-cablebend,100
오포꼼댁,생활 잡화,I2206230001,20220623,0043b-cablebend,100
오포꼼댁,생활 잡화,I2203070001,20220307,00830-tapecase,100
오포꼼댁,생활 잡화,I2206230001,20220623,00830-tapecase,100
오포꼼댁,생활 잡화,I2203070001,20220307,00840-rolltape,100
오포꼼댁,생활 잡화,I2203070001,20220307,0085B-doccase,33
오포꼼댁,생활 잡화,I2203070001,20220307,0085G-doccase,33
오포꼼댁,생활 잡화,I2203070001,20220307,0085W-doccase,34
오포꼼댁,생활 잡화,I2203070001,20220307,0086-cancase,100
인터네셔널케이엘,의류,I2203070001,20220307,8.80986E+12,100
인터네셔널케이엘,의류,I2203070001,20220307,8.80986E+12,100
인터네셔널케이엘,의류,I2203070002,20220307,8.80986E+12,6
인터네셔널케이엘,의류,I2203070002,20220307,8.80986E+12,100
NHNWETOO,1300K,I2203070001,20220307,215026611166-7,10
NHNWETOO,1300K,I2203070001,20220307,215026611166-6,10
NHNWETOO,1300K,I2203070001,20220307,215026611166-3,10
NHNWETOO,1300K,I2203070001,20220307,215026611166-5,10
NHNWETOO,1300K,I2203070001,20220307,215026611166-2,10
NHNWETOO,1300K,I2203070001,20220307,215026611166-4,10
NHNWETOO,1300K,I2203070001,20220307,215026611166-1,10
NHNWETOO,1300K,I2203070005,20220307,215026595965-1,10
NHNWETOO,1300K,I2203070001,20220307,215026595965-2,10
NHNWETOO,1300K,I2203070001,20220307,215026621620-4,10
NHNWETOO,1300K,I2203070001,20220307,215026621620-3,10
NHNWETOO,1300K,I2203070001,20220307,215026621620-2,10
NHNWETOO,1300K,I2203180002,20220318,215026613187-12,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-12,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-13,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-13,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-14,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-14,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-15,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-15,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-16,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-16,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-17,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-17,5
NHNWETOO,1300K,I2203070002,20220307,215026622398-0,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-1,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-2,5
NHNWETOO,1300K,I2203070002,20220307,215026600235-1,5
NHNWETOO,1300K,I2203070002,20220307,215026600235-2,5
NHNWETOO,1300K,I2203070002,20220307,215026600235-3,5
NHNWETOO,1300K,I2203070002,20220307,215026600235-4,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-1,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-1,5
NHNWETOO,1300K,I2206240001,20220624,215026613187-1,3
NHNWETOO,1300K,I2203070002,20220307,215026588335-3,5
NHNWETOO,1300K,I2203070006,20220307,215026588335-3,1
NHNWETOO,1300K,I2203070002,20220307,215026588335-4,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-5,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-6,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-7,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-8,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-9,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-10,6
NHNWETOO,1300K,I2203070002,20220307,215026588335-11,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-12,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-13,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-14,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-15,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-18,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-18,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-16,10
NHNWETOO,1300K,I2203070002,20220307,215026588335-17,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-18,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-19,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-20,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-21,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-22,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-23,5
NHNWETOO,1300K,I2203070002,20220307,215026588335-24,5
NHNWETOO,1300K,I2203070002,20220307,215026622399-0,5
NHNWETOO,1300K,I2203070002,20220307,215026622400-0,5
NHNWETOO,1300K,I2205040001,20220504,215026622400-0,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-1,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-2,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-3,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-4,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-5,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-6,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-7,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-8,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-9,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-10,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-11,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-13,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-14,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-15,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-16,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-17,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-18,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-19,5
NHNWETOO,1300K,I2203070002,20220307,215026588338-12,5
NHNWETOO,1300K,I2203070002,20220307,215026613654-2,5
NHNWETOO,1300K,I2203070002,20220307,215026613654-3,5
NHNWETOO,1300K,I2203070002,20220307,215026613649-1,5
NHNWETOO,1300K,I2203070002,20220307,215026613649-2,5
NHNWETOO,1300K,I2203070002,20220307,215026613649-3,5
NHNWETOO,1300K,I2203070002,20220307,215026600238-1,5
NHNWETOO,1300K,I2203070002,20220307,215026600238-2,5
NHNWETOO,1300K,I2203070002,20220307,215026600238-3,5
NHNWETOO,1300K,I2203070002,20220307,215026600238-4,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-2,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-2,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-3,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-3,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-4,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-4,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-5,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-5,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-6,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-6,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-7,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-7,5
NHNWETOO,1300K,I2206240001,20220624,215026613187-7,3
NHNWETOO,1300K,I2203070002,20220307,215026613187-8,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-8,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-9,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-9,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-10,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-10,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-11,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-11,5
NHNWETOO,1300K,I2203180002,20220318,215026613187-19,5
NHNWETOO,1300K,I2203070002,20220307,215026613187-19,5
NHNWETOO,1300K,I2203070003,20220307,215026620819-0,10
NHNWETOO,1300K,I2203070003,20220307,215026620818-0,10
NHNWETOO,1300K,I2203070003,20220307,215026620821-1,5
NHNWETOO,1300K,I2203070003,20220307,215026620821-2,3
NHNWETOO,1300K,I2203070003,20220307,215026620821-3,3
NHNWETOO,1300K,I2203070003,20220307,215026620821-4,3
NHNWETOO,1300K,I2203070003,20220307,215026620820-1,3
NHNWETOO,1300K,I2203070003,20220307,215026620820-2,3
NHNWETOO,1300K,I2203070003,20220307,215026620820-3,3
